name,alpha,x0_n,rho,claim_id,q_roll,wrong_roll
B6_armA_a0.30_x20_r103,0.3,20,0,2070,0.99,0.005
B6_armA_a0.30_x20_r104,0.3,20,0,1569,1.0,0.0
B6_armA_a0.30_x20_r105,0.3,20,0,6,1.0,0.0
B6_armA_a0.30_x20_r106,0.3,20,0,382,1.0,0.0
B6_armA_a0.30_x20_r107,0.3,20,0,2070,1.0,0.0
B6_armA_a0.30_x20_r108,0.3,20,0,6,0.995,0.005
B6_armA_a0.30_x20_r109,0.3,20,0,2070,1.0,0.0
B6_armA_a0.30_x20_r110,0.3,20,0,382,0.995,0.005
B6_armA_a0.30_x20_r111,0.3,20,0,1569,1.0,0.0
B6_armA_a0.30_x20_r112,0.3,20,0,2070,0.985,0.015
B6_armA_a0.30_x20_r113,0.3,20,0,1569,1.0,0.0
B6_armA_a0.30_x20_r114,0.3,20,0,382,0.965,0.02
B6_armA_a0.30_x20_r115,0.3,20,0,6,0.985,0.015
B6_armA_a0.30_x20_r116,0.3,20,0,2070,0.99,0.005
B6_armA_a0.30_x20_r117,0.3,20,0,1569,1.0,0.0
B6_armA_a0.30_x20_r118,0.3,20,0,6,1.0,0.0
B6_armA_a0.30_x20_r119,0.3,20,0,382,0.995,0.005
B6_armA_a0.30_x20_r120,0.3,20,0,2070,0.99,0.005
B6_armA_a0.30_x20_r121,0.3,20,0,1569,1.0,0.0
B6_armA_a0.30_x20_r122,0.3,20,0,382,1.0,0.0
B6_armA_a0.30_x20_r123,0.3,20,0,6,1.0,0.0
B6_armA_a0.30_x24_r100,0.3,24,0,2070,1.0,0.0
B6_armA_a0.30_x24_r101,0.3,24,0,6,1.0,0.0
B6_armA_a0.30_x24_r102,0.3,24,0,382,1.0,0.0
B6_armA_a0.30_x24_r103,0.3,24,0,1569,1.0,0.0
B6_armA_a0.30_x24_r104,0.3,24,0,2070,1.0,0.0
B6_armA_a0.30_x24_r105,0.3,24,0,1569,1.0,0.0
B6_armA_a0.30_x24_r106,0.3,24,0,382,1.0,0.0
B6_armA_a0.30_x24_r107,0.3,24,0,6,1.0,0.0
B6_armA_a0.30_x24_r108,0.3,24,0,2070,1.0,0.0
B6_armA_a0.30_x24_r109,0.3,24,0,382,1.0,0.0
B6_armA_a0.30_x24_r110,0.3,24,0,6,1.0,0.0
B6_armA_a0.30_x24_r111,0.3,24,0,1569,1.0,0.0
B6_armA_a0.30_x24_r112,0.3,24,0,382,1.0,0.0
B6_armA_a0.30_x24_r113,0.3,24,0,6,1.0,0.0
B6_armA_a0.30_x24_r114,0.3,24,0,2070,1.0,0.0
B6_armA_a0.30_x24_r115,0.3,24,0,1569,1.0,0.0
B6_armA_a0.30_x24_r116,0.3,24,0,6,1.0,0.0
B6_armA_a0.30_x24_r117,0.3,24,0,382,1.0,0.0
B6_armA_a0.30_x24_r118,0.3,24,0,1569,1.0,0.0
B6_armA_a0.30_x24_r119,0.3,24,0,2070,1.0,0.0
B6_armA_a0.30_x24_r120,0.3,24,0,6,1.0,0.0
B6_armA_a0.30_x24_r121,0.3,24,0,382,1.0,0.0
B6_armA_a0.30_x24_r122,0.3,24,0,1569,1.0,0.0
B6_armA_a0.30_x24_r123,0.3,24,0,2070,1.0,0.0
B6_armA_a0.38_x16_r100,0.38,16,0,1569,1.0,0.0
B6_armA_a0.38_x16_r101,0.38,16,0,382,0.95,0.025
B6_armA_a0.38_x16_r102,0.38,16,0,6,0.91,0.065
B6_armA_a0.38_x16_r103,0.38,16,0,2070,0.805,0.13
B6_armA_a0.38_x16_r104,0.38,16,0,6,0.915,0.05
B6_armA_a0.38_x16_r105,0.38,16,0,2070,0.715,0.225
B6_armA_a0.38_x16_r106,0.38,16,0,382,0.97,0.02
B6_armA_a0.38_x16_r107,0.38,16,0,1569,1.0,0.0
B6_armA_a0.38_x16_r108,0.38,16,0,2070,0.79,0.17
B6_armA_a0.38_x16_r109,0.38,16,0,6,0.82,0.09
B6_armA_a0.38_x16_r110,0.38,16,0,1569,0.995,0.0
B6_armA_a0.38_x16_r111,0.38,16,0,382,0.9,0.045
B6_armA_a0.38_x16_r112,0.38,16,0,2070,0.95,0.025
B6_armA_a0.38_x16_r113,0.38,16,0,6,0.895,0.08
B6_armA_a0.38_x16_r114,0.38,16,0,382,0.885,0.055
B6_armA_a0.38_x16_r115,0.38,16,0,1569,0.995,0.0
B6_armA_a0.38_x16_r116,0.38,16,0,6,0.91,0.045
B6_armA_a0.38_x16_r117,0.38,16,0,1569,0.995,0.0
B6_armA_a0.38_x16_r118,0.38,16,0,2070,0.665,0.22
B6_armA_a0.38_x16_r119,0.38,16,0,382,0.74,0.14
B6_armA_a0.38_x16_r120,0.38,16,0,1569,1.0,0.0
B6_armA_a0.38_x16_r121,0.38,16,0,382,0.81,0.08
B6_armA_a0.38_x16_r122,0.38,16,0,6,0.935,0.04
B6_armA_a0.38_x16_r123,0.38,16,0,2070,0.84,0.085
B6_armA_a0.38_x20_r100,0.38,20,0,382,1.0,0.0
B6_armA_a0.38_x20_r101,0.38,20,0,6,0.99,0.005
B6_armA_a0.38_x20_r102,0.38,20,0,2070,0.995,0.0
B6_armA_a0.38_x20_r103,0.38,20,0,1569,1.0,0.0
B6_armA_a0.38_x20_r104,0.38,20,0,2070,0.965,0.005
B6_armA_a0.38_x20_r105,0.38,20,0,382,1.0,0.0
B6_armA_a0.38_x20_r106,0.38,20,0,1569,1.0,0.0
B6_armA_a0.38_x20_r107,0.38,20,0,6,0.995,0.0
B6_armA_a0.38_x20_r108,0.38,20,0,382,0.995,0.0
B6_armA_a0.38_x20_r109,0.38,20,0,1569,1.0,0.0
B6_armA_a0.38_x20_r110,0.38,20,0,6,1.0,0.0
B6_armA_a0.38_x20_r111,0.38,20,0,2070,1.0,0.0
B6_armA_a0.38_x20_r112,0.38,20,0,2070,1.0,0.0
B6_armA_a0.38_x20_r113,0.38,20,0,382,1.0,0.0
B6_armA_a0.38_x20_r114,0.38,20,0,1569,1.0,0.0
B6_armA_a0.38_x20_r115,0.38,20,0,6,1.0,0.0
B6_armA_a0.38_x20_r116,0.38,20,0,1569,1.0,0.0
B6_armA_a0.38_x20_r117,0.38,20,0,382,0.985,0.0
B6_armA_a0.38_x20_r118,0.38,20,0,2070,1.0,0.0
B6_armA_a0.38_x20_r119,0.38,20,0,6,0.995,0.0
B6_armA_a0.38_x20_r120,0.38,20,0,382,1.0,0.0
B6_armA_a0.38_x20_r121,0.38,20,0,2070,1.0,0.0
B6_armA_a0.38_x20_r122,0.38,20,0,6,1.0,0.0
B6_armA_a0.38_x20_r123,0.38,20,0,1569,1.0,0.0
B6_armA_a0.38_x24_r100,0.38,24,0,382,1.0,0.0
B6_armA_a0.38_x24_r101,0.38,24,0,2070,1.0,0.0
B6_armA_a0.38_x24_r102,0.38,24,0,6,1.0,0.0
B6_armA_a0.38_x24_r103,0.38,24,0,1569,1.0,0.0
B6_armA_a0.38_x24_r104,0.38,24,0,382,1.0,0.0
B6_armA_a0.38_x24_r105,0.38,24,0,2070,1.0,0.0
B6_armA_a0.38_x24_r106,0.38,24,0,6,1.0,0.0
B6_armA_a0.38_x24_r107,0.38,24,0,1569,1.0,0.0
B6_armA_a0.38_x24_r108,0.38,24,0,1569,1.0,0.0
B6_armA_a0.38_x24_r109,0.38,24,0,6,1.0,0.0
B6_armA_a0.38_x24_r110,0.38,24,0,2070,1.0,0.0
B6_armA_a0.38_x24_r111,0.38,24,0,382,1.0,0.0
B6_armA_a0.38_x24_r112,0.38,24,0,382,1.0,0.0
B6_armA_a0.38_x24_r113,0.38,24,0,1569,1.0,0.0
B6_armA_a0.38_x24_r114,0.38,24,0,2070,1.0,0.0
B6_armA_a0.38_x24_r115,0.38,24,0,6,1.0,0.0
B6_armA_a0.38_x24_r116,0.38,24,0,2070,1.0,0.0
B6_armA_a0.38_x24_r117,0.38,24,0,1569,1.0,0.0
B6_armA_a0.38_x24_r118,0.38,24,0,6,1.0,0.0
B6_armA_a0.38_x24_r119,0.38,24,0,382,0.995,0.005
B6_armA_a0.38_x24_r120,0.38,24,0,1569,1.0,0.0
B6_armA_a0.38_x24_r121,0.38,24,0,6,1.0,0.0
B6_armA_a0.38_x24_r122,0.38,24,0,382,1.0,0.0
B6_armA_a0.38_x24_r123,0.38,24,0,2070,1.0,0.0
B6_armA_a0.45_x04_r100,0.45,4,0,2070,0.02,0.93
B6_armA_a0.45_x04_r101,0.45,4,0,1569,0.53,0.28
B6_armA_a0.45_x04_r102,0.45,4,0,382,0.05,0.9
B6_armA_a0.45_x04_r103,0.45,4,0,6,0.115,0.675
B6_armA_a0.45_x04_r104,0.45,4,0,1569,0.375,0.46
B6_armA_a0.45_x04_r105,0.45,4,0,6,0.055,0.815
B6_armA_a0.45_x04_r106,0.45,4,0,2070,0.02,0.895
B6_armA_a0.45_x04_r107,0.45,4,0,382,0.075,0.85
B6_armA_a0.45_x04_r108,0.45,4,0,382,0.055,0.84
B6_armA_a0.45_x04_r109,0.45,4,0,2070,0.04,0.9
B6_armA_a0.45_x04_r110,0.45,4,0,6,0.065,0.815
B6_armA_a0.45_x04_r111,0.45,4,0,1569,0.505,0.265
B6_armA_a0.45_x04_r112,0.45,4,0,382,0.07,0.79
B6_armA_a0.45_x04_r113,0.45,4,0,1569,0.525,0.245
B6_armA_a0.45_x04_r114,0.45,4,0,6,0.07,0.84
B6_armA_a0.45_x04_r115,0.45,4,0,2070,0.035,0.88
B6_armA_a0.45_x04_r116,0.45,4,0,1569,0.635,0.18
B6_armA_a0.45_x04_r117,0.45,4,0,6,0.055,0.89
B6_armA_a0.45_x04_r118,0.45,4,0,2070,0.015,0.96
B6_armA_a0.45_x04_r119,0.45,4,0,382,0.03,0.915
B6_armA_a0.45_x04_r120,0.45,4,0,1569,0.625,0.2
B6_armA_a0.45_x04_r121,0.45,4,0,2070,0.025,0.915
B6_armA_a0.45_x04_r122,0.45,4,0,6,0.11,0.76
B6_armA_a0.45_x04_r123,0.45,4,0,382,0.06,0.88
B6_armA_a0.45_x08_r100,0.45,8,0,6,0.19,0.655
B6_armA_a0.45_x08_r101,0.45,8,0,1569,0.765,0.15
B6_armA_a0.45_x08_r102,0.45,8,0,2070,0.125,0.74
B6_armA_a0.45_x08_r103,0.45,8,0,382,0.215,0.645
B6_armA_a0.45_x08_r104,0.45,8,0,2070,0.225,0.64
B6_armA_a0.45_x08_r105,0.45,8,0,6,0.4,0.455
B6_armA_a0.45_x08_r106,0.45,8,0,1569,0.935,0.015
B6_armA_a0.45_x08_r107,0.45,8,0,382,0.27,0.645
B6_armA_a0.45_x08_r108,0.45,8,0,1569,0.88,0.055
B6_armA_a0.45_x08_r109,0.45,8,0,6,0.255,0.59
B6_armA_a0.45_x08_r110,0.45,8,0,382,0.315,0.505
B6_armA_a0.45_x08_r111,0.45,8,0,2070,0.17,0.695
B6_armA_a0.45_x08_r112,0.45,8,0,6,0.415,0.42
B6_armA_a0.45_x08_r113,0.45,8,0,2070,0.18,0.74
B6_armA_a0.45_x08_r114,0.45,8,0,382,0.095,0.84
B6_armA_a0.45_x08_r115,0.45,8,0,1569,0.76,0.09
B6_armA_a0.45_x08_r116,0.45,8,0,2070,0.12,0.795
B6_armA_a0.45_x08_r117,0.45,8,0,382,0.165,0.715
B6_armA_a0.45_x08_r118,0.45,8,0,1569,0.87,0.085
B6_armA_a0.45_x08_r119,0.45,8,0,6,0.32,0.525
B6_armA_a0.45_x08_r120,0.45,8,0,6,0.35,0.48
B6_armA_a0.45_x08_r121,0.45,8,0,2070,0.17,0.75
B6_armA_a0.45_x08_r122,0.45,8,0,1569,0.825,0.085
B6_armA_a0.45_x08_r123,0.45,8,0,382,0.305,0.525
B6_armA_a0.45_x24_r100,0.45,24,0,382,1.0,0.0
B6_armA_a0.45_x24_r101,0.45,24,0,1569,1.0,0.0
B6_armA_a0.45_x24_r102,0.45,24,0,2070,1.0,0.0
B6_armA_a0.45_x24_r103,0.45,24,0,6,1.0,0.0
B6_armA_a0.45_x24_r104,0.45,24,0,6,1.0,0.0
B6_armA_a0.45_x24_r105,0.45,24,0,1569,1.0,0.0
B6_armA_a0.45_x24_r106,0.45,24,0,2070,1.0,0.0
B6_armA_a0.45_x24_r107,0.45,24,0,382,1.0,0.0
B6_armA_a0.45_x24_r108,0.45,24,0,6,1.0,0.0
B6_armA_a0.45_x24_r109,0.45,24,0,1569,1.0,0.0
B6_armA_a0.45_x24_r110,0.45,24,0,382,1.0,0.0
B6_armA_a0.45_x24_r111,0.45,24,0,2070,1.0,0.0
B6_armA_a0.45_x24_r112,0.45,24,0,1569,1.0,0.0
B6_armA_a0.45_x24_r113,0.45,24,0,382,1.0,0.0
B6_armA_a0.45_x24_r114,0.45,24,0,6,1.0,0.0
B6_armA_a0.45_x24_r115,0.45,24,0,2070,1.0,0.0
B6_armA_a0.45_x24_r116,0.45,24,0,1569,1.0,0.0
B6_armA_a0.45_x24_r117,0.45,24,0,382,1.0,0.0
B6_armA_a0.45_x24_r118,0.45,24,0,2070,1.0,0.0
B6_armA_a0.45_x24_r119,0.45,24,0,6,1.0,0.0
B6_armA_a0.45_x24_r120,0.45,24,0,2070,0.995,0.0
B6_armA_a0.45_x24_r121,0.45,24,0,382,1.0,0.0
B6_armA_a0.45_x24_r122,0.45,24,0,6,1.0,0.0
B6_armA_a0.45_x24_r123,0.45,24,0,1569,1.0,0.0
B6_armA_a0.55_x16_r100,0.55,16,0,1569,1.0,0.0
B6_armA_a0.55_x16_r101,0.55,16,0,6,0.975,0.02
B6_armA_a0.55_x16_r102,0.55,16,0,2070,0.86,0.06
B6_armA_a0.55_x16_r103,0.55,16,0,382,0.945,0.015
B6_armA_a0.55_x16_r104,0.55,16,0,382,0.935,0.02
B6_armA_a0.55_x16_r105,0.55,16,0,1569,1.0,0.0
B6_armA_a0.55_x16_r106,0.55,16,0,6,0.97,0.01
B6_armA_a0.55_x16_r107,0.55,16,0,2070,0.92,0.055
B6_armA_a0.55_x16_r108,0.55,16,0,382,0.93,0.03
B6_armA_a0.55_x16_r109,0.55,16,0,6,0.865,0.075
B6_armA_a0.55_x16_r110,0.55,16,0,1569,1.0,0.0
B6_armA_a0.55_x16_r111,0.55,16,0,2070,0.955,0.015
B6_armA_a0.55_x16_r112,0.55,16,0,2070,0.89,0.045
B6_armA_a0.55_x16_r113,0.55,16,0,6,0.99,0.005
B6_armA_a0.55_x16_r114,0.55,16,0,382,0.985,0.0
B6_armA_a0.55_x16_r115,0.55,16,0,1569,1.0,0.0
B6_armA_a0.55_x16_r116,0.55,16,0,6,0.975,0.005
B6_armA_a0.55_x16_r117,0.55,16,0,2070,0.93,0.025
B6_armA_a0.55_x16_r118,0.55,16,0,382,0.98,0.01
B6_armA_a0.55_x16_r119,0.55,16,0,1569,1.0,0.0
B6_armA_a0.55_x16_r120,0.55,16,0,2070,0.905,0.03
B6_armA_a0.55_x16_r121,0.55,16,0,382,0.93,0.015
B6_armA_a0.55_x16_r122,0.55,16,0,1569,1.0,0.0
B6_armA_a0.55_x16_r123,0.55,16,0,6,0.96,0.015
B6_armA_a0.55_x20_r100,0.55,20,0,382,1.0,0.0
B6_armA_a0.55_x20_r101,0.55,20,0,2070,1.0,0.0
B6_armA_a0.55_x20_r102,0.55,20,0,1569,1.0,0.0
B6_armA_a0.55_x20_r103,0.55,20,0,6,0.995,0.0
B6_armA_a0.55_x20_r104,0.55,20,0,1569,1.0,0.0
B6_armA_a0.55_x20_r105,0.55,20,0,382,0.99,0.01
B6_armA_a0.55_x20_r106,0.55,20,0,6,1.0,0.0
B6_armA_a0.55_x20_r107,0.55,20,0,2070,1.0,0.0
B6_armA_a0.55_x20_r108,0.55,20,0,6,0.99,0.005
B6_armA_a0.55_x20_r109,0.55,20,0,1569,1.0,0.0
B6_armA_a0.55_x20_r110,0.55,20,0,2070,0.995,0.0
B6_armA_a0.55_x20_r111,0.55,20,0,382,0.99,0.0
B6_armA_a0.55_x20_r112,0.55,20,0,2070,0.975,0.01
B6_armA_a0.55_x20_r113,0.55,20,0,382,1.0,0.0
B6_armA_a0.55_x20_r114,0.55,20,0,1569,1.0,0.0
B6_armA_a0.55_x20_r115,0.55,20,0,6,1.0,0.0
B6_armA_a0.55_x20_r116,0.55,20,0,1569,1.0,0.0
B6_armA_a0.55_x20_r117,0.55,20,0,382,1.0,0.0
B6_armA_a0.55_x20_r118,0.55,20,0,6,0.99,0.005
B6_armA_a0.55_x20_r119,0.55,20,0,2070,0.995,0.0
B6_armA_a0.55_x20_r120,0.55,20,0,1569,1.0,0.0
B6_armA_a0.55_x20_r121,0.55,20,0,2070,0.98,0.01
B6_armA_a0.55_x20_r122,0.55,20,0,6,0.995,0.0
B6_armA_a0.55_x20_r123,0.55,20,0,382,0.995,0.0
B6_armA_a0.55_x24_r100,0.55,24,0,382,1.0,0.0
B6_armA_a0.55_x24_r101,0.55,24,0,6,1.0,0.0
B6_armA_a0.55_x24_r102,0.55,24,0,2070,1.0,0.0
B6_armA_a0.55_x24_r103,0.55,24,0,1569,1.0,0.0
B6_armA_a0.55_x24_r104,0.55,24,0,1569,1.0,0.0
B6_armA_a0.55_x24_r105,0.55,24,0,382,1.0,0.0
B6_armA_a0.55_x24_r106,0.55,24,0,2070,1.0,0.0
B6_armA_a0.55_x24_r107,0.55,24,0,6,1.0,0.0
B6_armA_a0.55_x24_r108,0.55,24,0,2070,1.0,0.0
B6_armA_a0.55_x24_r109,0.55,24,0,6,1.0,0.0
B6_armA_a0.55_x24_r110,0.55,24,0,382,1.0,0.0
B6_armA_a0.55_x24_r111,0.55,24,0,1569,1.0,0.0
B6_armA_a0.55_x24_r112,0.55,24,0,1569,1.0,0.0
B6_armA_a0.55_x24_r113,0.55,24,0,2070,1.0,0.0
B6_armA_a0.55_x24_r114,0.55,24,0,6,1.0,0.0
B6_armA_a0.55_x24_r115,0.55,24,0,382,1.0,0.0
B6_armA_a0.55_x24_r116,0.55,24,0,6,1.0,0.0
B6_armA_a0.55_x24_r117,0.55,24,0,2070,1.0,0.0
B6_armA_a0.55_x24_r118,0.55,24,0,1569,1.0,0.0
B6_armA_a0.55_x24_r119,0.55,24,0,382,1.0,0.0
B6_armA_a0.55_x24_r120,0.55,24,0,2070,1.0,0.0
B6_armA_a0.55_x24_r121,0.55,24,0,382,1.0,0.0
B6_armA_a0.55_x24_r122,0.55,24,0,6,1.0,0.0
B6_armA_a0.55_x24_r123,0.55,24,0,1569,1.0,0.0
B6_armA_a1.00_x16_r100,1.0,16,0,2070,0.98,0.0
B6_armA_a1.00_x16_r101,1.0,16,0,382,0.98,0.005
B6_armA_a1.00_x16_r102,1.0,16,0,6,1.0,0.0
B6_armA_a1.00_x16_r103,1.0,16,0,1569,1.0,0.0
B6_armA_a1.00_x16_r104,1.0,16,0,1569,1.0,0.0
B6_armA_a1.00_x16_r105,1.0,16,0,382,0.995,0.0
B6_armA_a1.00_x16_r106,1.0,16,0,6,1.0,0.0
B6_armA_a1.00_x16_r107,1.0,16,0,2070,1.0,0.0
B6_armA_a1.00_x16_r108,1.0,16,0,1569,1.0,0.0
B6_armA_a1.00_x16_r109,1.0,16,0,382,0.985,0.0
B6_armA_a1.00_x16_r110,1.0,16,0,2070,1.0,0.0
B6_armA_a1.00_x16_r111,1.0,16,0,6,1.0,0.0
B6_armA_a1.00_x16_r112,1.0,16,0,2070,0.975,0.0
B6_armA_a1.00_x16_r113,1.0,16,0,382,0.995,0.0
B6_armA_a1.00_x16_r114,1.0,16,0,1569,1.0,0.0
B6_armA_a1.00_x16_r115,1.0,16,0,6,0.99,0.005
B6_armA_a1.00_x16_r116,1.0,16,0,6,1.0,0.0
B6_armA_a1.00_x16_r117,1.0,16,0,2070,0.985,0.0
B6_armA_a1.00_x16_r118,1.0,16,0,1569,1.0,0.0
B6_armA_a1.00_x16_r119,1.0,16,0,382,1.0,0.0
B6_armA_a1.00_x16_r120,1.0,16,0,382,0.98,0.0
B6_armA_a1.00_x16_r121,1.0,16,0,6,0.995,0.0
B6_armA_a1.00_x16_r122,1.0,16,0,1569,1.0,0.0
B6_armA_a1.00_x16_r123,1.0,16,0,2070,1.0,0.0
B6_armA_a1.00_x20_r100,1.0,20,0,1569,1.0,0.0
B6_armA_a1.00_x20_r101,1.0,20,0,6,1.0,0.0
B6_armA_a1.00_x20_r102,1.0,20,0,2070,1.0,0.0
B6_armA_a1.00_x20_r103,1.0,20,0,382,1.0,0.0
B6_armA_a1.00_x20_r104,1.0,20,0,6,1.0,0.0
B6_armA_a1.00_x20_r105,1.0,20,0,382,1.0,0.0
B6_armA_a1.00_x20_r106,1.0,20,0,1569,1.0,0.0
B6_armA_a1.00_x20_r107,1.0,20,0,2070,1.0,0.0
B6_armA_a1.00_x20_r108,1.0,20,0,6,0.995,0.0
B6_armA_a1.00_x20_r109,1.0,20,0,382,1.0,0.0
B6_armA_a1.00_x20_r110,1.0,20,0,1569,1.0,0.0
B6_armA_a1.00_x20_r111,1.0,20,0,2070,0.995,0.0
B6_armA_a1.00_x20_r112,1.0,20,0,2070,1.0,0.0
B6_armA_a1.00_x20_r113,1.0,20,0,382,0.995,0.005
B6_armA_a1.00_x20_r114,1.0,20,0,1569,1.0,0.0
B6_armA_a1.00_x20_r115,1.0,20,0,6,1.0,0.0
B6_armA_a1.00_x20_r116,1.0,20,0,6,1.0,0.0
B6_armA_a1.00_x20_r117,1.0,20,0,382,1.0,0.0
B6_armA_a1.00_x20_r118,1.0,20,0,1569,1.0,0.0
B6_armA_a1.00_x20_r119,1.0,20,0,2070,0.995,0.0
B6_armA_a1.00_x20_r120,1.0,20,0,1569,1.0,0.0
B6_armA_a1.00_x20_r121,1.0,20,0,2070,1.0,0.0
B6_armA_a1.00_x20_r122,1.0,20,0,382,1.0,0.0
B6_armA_a1.00_x20_r123,1.0,20,0,6,0.995,0.0
B6_armA_a1.00_x24_r100,1.0,24,0,6,0.995,0.0
B6_armA_a1.00_x24_r101,1.0,24,0,2070,1.0,0.0
B6_armA_a1.00_x24_r102,1.0,24,0,382,1.0,0.0
B6_armA_a1.00_x24_r103,1.0,24,0,1569,1.0,0.0
B6_armA_a1.00_x24_r104,1.0,24,0,6,1.0,0.0
B6_armA_a1.00_x24_r105,1.0,24,0,2070,1.0,0.0
B6_armA_a1.00_x24_r106,1.0,24,0,1569,1.0,0.0
B6_armA_a1.00_x24_r107,1.0,24,0,382,1.0,0.0
B6_armA_a1.00_x24_r108,1.0,24,0,6,1.0,0.0
B6_armA_a1.00_x24_r109,1.0,24,0,382,1.0,0.0
B6_armA_a1.00_x24_r110,1.0,24,0,1569,1.0,0.0
B6_armA_a1.00_x24_r111,1.0,24,0,2070,1.0,0.0
B6_armA_a1.00_x24_r112,1.0,24,0,2070,1.0,0.0
B6_armA_a1.00_x24_r113,1.0,24,0,1569,1.0,0.0
B6_armA_a1.00_x24_r114,1.0,24,0,6,1.0,0.0
B6_armA_a1.00_x24_r115,1.0,24,0,382,1.0,0.0
B6_armA_a1.00_x24_r116,1.0,24,0,6,1.0,0.0
B6_armA_a1.00_x24_r117,1.0,24,0,1569,1.0,0.0
B6_armA_a1.00_x24_r118,1.0,24,0,382,1.0,0.0
B6_armA_a1.00_x24_r119,1.0,24,0,2070,1.0,0.0
B6_armA_a1.00_x24_r120,1.0,24,0,382,1.0,0.0
B6_armA_a1.00_x24_r121,1.0,24,0,6,1.0,0.0
B6_armA_a1.00_x24_r122,1.0,24,0,2070,1.0,0.0
B6_armA_a1.00_x24_r123,1.0,24,0,1569,1.0,0.0
