name,alpha,x0_n,rho,claim_id,q_roll,wrong_roll
B3_armA_a0.30_x04_r04_rho1,0.3,4,1,382,0.015,0.97
B3_armA_a0.30_x04_r05_rho1,0.3,4,1,6,0.0,0.995
B3_armA_a0.30_x04_r06_rho1,0.3,4,1,1569,0.07,0.86
B3_armA_a0.30_x04_r07_rho1,0.3,4,1,2070,0.0,1.0
B3_armA_a0.30_x04_r08_rho1,0.3,4,1,2070,0.0,1.0
B3_armA_a0.30_x04_r09_rho1,0.3,4,1,1569,0.21,0.72
B3_armA_a0.30_x04_r10_rho1,0.3,4,1,6,0.005,0.99
B3_armA_a0.30_x04_r11_rho1,0.3,4,1,382,0.005,0.995
B3_armA_a0.30_x04_r12_rho1,0.3,4,1,2070,0.005,0.995
B3_armA_a0.30_x04_r13_rho1,0.3,4,1,6,0.0,1.0
B3_armA_a0.30_x04_r14_rho1,0.3,4,1,1569,0.065,0.87
B3_armA_a0.30_x04_r15_rho1,0.3,4,1,382,0.0,1.0
B3_armA_a0.30_x08_r00_rho1,0.3,8,1,1569,0.55,0.4
B3_armA_a0.30_x08_r01_rho1,0.3,8,1,382,0.015,0.975
B3_armA_a0.30_x08_r02_rho1,0.3,8,1,2070,0.04,0.925
B3_armA_a0.30_x08_r03_rho1,0.3,8,1,6,0.055,0.93
B3_armA_a0.30_x08_r04_rho1,0.3,8,1,2070,0.03,0.965
B3_armA_a0.30_x08_r05_rho1,0.3,8,1,1569,0.49,0.41
B3_armA_a0.30_x08_r06_rho1,0.3,8,1,382,0.065,0.915
B3_armA_a0.30_x08_r07_rho1,0.3,8,1,6,0.045,0.925
B3_armA_a0.30_x08_r08_rho1,0.3,8,1,1569,0.54,0.365
B3_armA_a0.30_x08_r09_rho1,0.3,8,1,6,0.04,0.95
B3_armA_a0.30_x08_r10_rho1,0.3,8,1,2070,0.04,0.94
B3_armA_a0.30_x08_r11_rho1,0.3,8,1,382,0.03,0.95
B3_armA_a0.30_x08_r12_rho1,0.3,8,1,6,0.035,0.95
B3_armA_a0.30_x08_r13_rho1,0.3,8,1,1569,0.345,0.545
B3_armA_a0.30_x08_r14_rho1,0.3,8,1,382,0.02,0.97
B3_armA_a0.30_x08_r15_rho1,0.3,8,1,2070,0.005,0.99
B3_armA_a0.30_x12_r00_rho1,0.3,12,1,382,0.59,0.37
B3_armA_a0.30_x12_r01_rho1,0.3,12,1,1569,0.92,0.04
B3_armA_a0.30_x12_r02_rho1,0.3,12,1,2070,0.44,0.48
B3_armA_a0.30_x12_r03_rho1,0.3,12,1,6,0.445,0.515
B3_armA_a0.30_x12_r04_rho1,0.3,12,1,2070,0.3,0.59
B3_armA_a0.30_x12_r05_rho1,0.3,12,1,1569,0.695,0.215
B3_armA_a0.30_x12_r06_rho1,0.3,12,1,382,0.725,0.22
B3_armA_a0.30_x12_r07_rho1,0.3,12,1,6,0.41,0.54
B3_armA_a0.30_x12_r08_rho1,0.3,12,1,2070,0.35,0.615
B3_armA_a0.30_x12_r09_rho1,0.3,12,1,382,0.375,0.555
B3_armA_a0.30_x12_r10_rho1,0.3,12,1,1569,0.9,0.06
B3_armA_a0.30_x12_r11_rho1,0.3,12,1,6,0.315,0.64
B3_armA_a0.30_x12_r12_rho1,0.3,12,1,382,0.27,0.685
B3_armA_a0.30_x12_r13_rho1,0.3,12,1,1569,0.82,0.14
B3_armA_a0.30_x12_r14_rho1,0.3,12,1,2070,0.24,0.685
B3_armA_a0.30_x12_r15_rho1,0.3,12,1,6,0.275,0.645
B3_armA_a0.30_x16_r00_rho1,0.3,16,1,1569,0.985,0.015
B3_armA_a0.30_x16_r01_rho1,0.3,16,1,2070,0.865,0.09
B3_armA_a0.30_x16_r02_rho1,0.3,16,1,382,0.795,0.165
B3_armA_a0.30_x16_r03_rho1,0.3,16,1,6,0.79,0.165
B3_armA_a0.30_x16_r04_rho1,0.3,16,1,6,0.92,0.045
B3_armA_a0.30_x16_r05_rho1,0.3,16,1,1569,0.995,0.005
B3_armA_a0.30_x16_r06_rho1,0.3,16,1,2070,0.76,0.185
B3_armA_a0.30_x16_r07_rho1,0.3,16,1,382,0.815,0.135
B3_armA_a0.30_x16_r08_rho1,0.3,16,1,2070,0.845,0.115
B3_armA_a0.30_x16_r09_rho1,0.3,16,1,6,0.87,0.11
B3_armA_a0.30_x16_r10_rho1,0.3,16,1,1569,0.995,0.005
B3_armA_a0.30_x16_r11_rho1,0.3,16,1,382,0.635,0.29
B3_armA_a0.30_x16_r12_rho1,0.3,16,1,2070,0.67,0.245
B3_armA_a0.30_x16_r13_rho1,0.3,16,1,1569,0.995,0.0
B3_armA_a0.30_x16_r14_rho1,0.3,16,1,6,0.81,0.14
B3_armA_a0.30_x16_r15_rho1,0.3,16,1,382,0.845,0.11
B3_armA_a0.30_x20_r00_rho1,0.3,20,1,2070,0.935,0.05
B3_armA_a0.30_x20_r01_rho1,0.3,20,1,6,0.995,0.0
B3_armA_a0.30_x20_r02_rho1,0.3,20,1,1569,1.0,0.0
B3_armA_a0.30_x20_r03_rho1,0.3,20,1,382,0.985,0.005
B3_armA_a0.30_x20_r04_rho1,0.3,20,1,382,0.99,0.005
B3_armA_a0.30_x20_r05_rho1,0.3,20,1,2070,1.0,0.0
B3_armA_a0.30_x20_r06_rho1,0.3,20,1,1569,1.0,0.0
B3_armA_a0.30_x20_r07_rho1,0.3,20,1,6,1.0,0.0
B3_armA_a0.30_x20_r08_rho1,0.3,20,1,1569,1.0,0.0
B3_armA_a0.30_x20_r09_rho1,0.3,20,1,6,1.0,0.0
B3_armA_a0.30_x20_r10_rho1,0.3,20,1,2070,1.0,0.0
B3_armA_a0.30_x20_r11_rho1,0.3,20,1,382,0.985,0.01
B3_armA_a0.30_x20_r12_rho1,0.3,20,1,382,0.99,0.0
B3_armA_a0.30_x20_r13_rho1,0.3,20,1,1569,1.0,0.0
B3_armA_a0.30_x20_r14_rho1,0.3,20,1,6,1.0,0.0
B3_armA_a0.30_x20_r15_rho1,0.3,20,1,2070,0.995,0.0
B3_armA_a0.30_x24_r00_rho1,0.3,24,1,6,1.0,0.0
B3_armA_a0.30_x24_r01_rho1,0.3,24,1,2070,1.0,0.0
B3_armA_a0.30_x24_r02_rho1,0.3,24,1,1569,1.0,0.0
B3_armA_a0.30_x24_r03_rho1,0.3,24,1,382,1.0,0.0
B3_armA_a0.30_x24_r04_rho1,0.3,24,1,382,1.0,0.0
B3_armA_a0.30_x24_r05_rho1,0.3,24,1,2070,1.0,0.0
B3_armA_a0.30_x24_r06_rho1,0.3,24,1,1569,1.0,0.0
B3_armA_a0.30_x24_r07_rho1,0.3,24,1,6,1.0,0.0
B3_armA_a0.30_x24_r08_rho1,0.3,24,1,1569,1.0,0.0
B3_armA_a0.30_x24_r09_rho1,0.3,24,1,382,1.0,0.0
B3_armA_a0.30_x24_r10_rho1,0.3,24,1,2070,1.0,0.0
B3_armA_a0.30_x24_r11_rho1,0.3,24,1,6,1.0,0.0
B3_armA_a0.30_x24_r12_rho1,0.3,24,1,1569,1.0,0.0
B3_armA_a0.30_x24_r13_rho1,0.3,24,1,382,1.0,0.0
B3_armA_a0.30_x24_r14_rho1,0.3,24,1,6,1.0,0.0
B3_armA_a0.30_x24_r15_rho1,0.3,24,1,2070,1.0,0.0
B4_armA_a0.20_x04_r00,0.2,4,0,1569,0.0,0.995
B4_armA_a0.20_x04_r01,0.2,4,0,2070,0.0,1.0
B4_armA_a0.20_x04_r02,0.2,4,0,382,0.0,1.0
B4_armA_a0.20_x04_r03,0.2,4,0,6,0.0,1.0
B4_armA_a0.20_x04_r04,0.2,4,0,382,0.0,1.0
B4_armA_a0.20_x04_r05,0.2,4,0,1569,0.005,0.99
B4_armA_a0.20_x04_r06,0.2,4,0,6,0.0,1.0
B4_armA_a0.20_x04_r07,0.2,4,0,2070,0.0,1.0
B4_armA_a0.20_x04_r08,0.2,4,0,2070,0.0,1.0
B4_armA_a0.20_x04_r09,0.2,4,0,1569,0.0,0.995
B4_armA_a0.20_x04_r10,0.2,4,0,6,0.0,1.0
B4_armA_a0.20_x04_r11,0.2,4,0,382,0.0,1.0
B4_armA_a0.20_x04_r12,0.2,4,0,1569,0.01,0.97
B4_armA_a0.20_x04_r13,0.2,4,0,6,0.0,1.0
B4_armA_a0.20_x04_r14,0.2,4,0,2070,0.0,1.0
B4_armA_a0.20_x04_r15,0.2,4,0,382,0.0,1.0
B4_armA_a0.20_x08_r00,0.2,8,0,382,0.0,1.0
B4_armA_a0.20_x08_r01,0.2,8,0,1569,0.045,0.9
B4_armA_a0.20_x08_r02,0.2,8,0,2070,0.005,0.995
B4_armA_a0.20_x08_r03,0.2,8,0,6,0.0,0.99
B4_armA_a0.20_x08_r04,0.2,8,0,2070,0.0,1.0
B4_armA_a0.20_x08_r05,0.2,8,0,1569,0.08,0.91
B4_armA_a0.20_x08_r06,0.2,8,0,6,0.0,1.0
B4_armA_a0.20_x08_r07,0.2,8,0,382,0.0,1.0
B4_armA_a0.20_x08_r08,0.2,8,0,1569,0.13,0.84
B4_armA_a0.20_x08_r09,0.2,8,0,6,0.01,0.985
B4_armA_a0.20_x08_r10,0.2,8,0,2070,0.0,1.0
B4_armA_a0.20_x08_r11,0.2,8,0,382,0.0,1.0
B4_armA_a0.20_x08_r12,0.2,8,0,6,0.0,1.0
B4_armA_a0.20_x08_r13,0.2,8,0,1569,0.07,0.92
B4_armA_a0.20_x08_r14,0.2,8,0,2070,0.0,1.0
B4_armA_a0.20_x08_r15,0.2,8,0,382,0.0,1.0
B4_armA_a0.20_x12_r00,0.2,12,0,1569,0.38,0.575
B4_armA_a0.20_x12_r01,0.2,12,0,6,0.22,0.77
B4_armA_a0.20_x12_r02,0.2,12,0,382,0.085,0.905
B4_armA_a0.20_x12_r03,0.2,12,0,2070,0.05,0.94
B4_armA_a0.20_x12_r04,0.2,12,0,6,0.115,0.84
B4_armA_a0.20_x12_r05,0.2,12,0,2070,0.185,0.79
B4_armA_a0.20_x12_r06,0.2,12,0,1569,0.67,0.285
B4_armA_a0.20_x12_r07,0.2,12,0,382,0.075,0.905
B4_armA_a0.20_x12_r08,0.2,12,0,382,0.12,0.825
B4_armA_a0.20_x12_r09,0.2,12,0,6,0.135,0.825
B4_armA_a0.20_x12_r10,0.2,12,0,1569,0.605,0.355
B4_armA_a0.20_x12_r11,0.2,12,0,2070,0.125,0.835
B4_armA_a0.20_x12_r12,0.2,12,0,1569,0.68,0.305
B4_armA_a0.20_x12_r13,0.2,12,0,2070,0.165,0.805
B4_armA_a0.20_x12_r14,0.2,12,0,382,0.085,0.905
B4_armA_a0.20_x12_r15,0.2,12,0,6,0.06,0.93
B4_armA_a0.20_x16_r00,0.2,16,0,2070,0.9,0.075
B4_armA_a0.20_x16_r01,0.2,16,0,6,0.815,0.14
B4_armA_a0.20_x16_r02,0.2,16,0,1569,0.975,0.025
B4_armA_a0.20_x16_r03,0.2,16,0,382,0.755,0.215
B4_armA_a0.20_x16_r04,0.2,16,0,2070,0.405,0.575
B4_armA_a0.20_x16_r05,0.2,16,0,382,0.765,0.205
B4_armA_a0.20_x16_r06,0.2,16,0,1569,0.965,0.03
B4_armA_a0.20_x16_r07,0.2,16,0,6,0.61,0.36
B4_armA_a0.20_x16_r08,0.2,16,0,6,0.75,0.215
B4_armA_a0.20_x16_r09,0.2,16,0,2070,0.65,0.31
B4_armA_a0.20_x16_r10,0.2,16,0,1569,0.965,0.035
B4_armA_a0.20_x16_r11,0.2,16,0,382,0.625,0.315
B4_armA_a0.20_x16_r12,0.2,16,0,2070,0.75,0.21
B4_armA_a0.20_x16_r13,0.2,16,0,1569,1.0,0.0
B4_armA_a0.20_x16_r14,0.2,16,0,382,0.755,0.22
B4_armA_a0.20_x16_r15,0.2,16,0,6,0.695,0.26
B4_armA_a0.20_x20_r00,0.2,20,0,6,0.985,0.015
B4_armA_a0.20_x20_r01,0.2,20,0,382,0.995,0.005
B4_armA_a0.20_x20_r02,0.2,20,0,1569,1.0,0.0
B4_armA_a0.20_x20_r03,0.2,20,0,2070,0.995,0.005
B4_armA_a0.20_x20_r04,0.2,20,0,6,0.985,0.005
B4_armA_a0.20_x20_r05,0.2,20,0,1569,1.0,0.0
B4_armA_a0.20_x20_r06,0.2,20,0,2070,0.975,0.02
B4_armA_a0.20_x20_r07,0.2,20,0,382,1.0,0.0
B4_armA_a0.20_x20_r08,0.2,20,0,2070,0.995,0.005
B4_armA_a0.20_x20_r09,0.2,20,0,1569,1.0,0.0
B4_armA_a0.20_x20_r10,0.2,20,0,6,0.995,0.005
B4_armA_a0.20_x20_r11,0.2,20,0,382,0.995,0.005
B4_armA_a0.20_x20_r12,0.2,20,0,2070,0.975,0.02
B4_armA_a0.20_x20_r13,0.2,20,0,6,0.99,0.01
B4_armA_a0.20_x20_r14,0.2,20,0,382,1.0,0.0
B4_armA_a0.20_x20_r15,0.2,20,0,1569,1.0,0.0
B4_armA_a0.20_x24_r00,0.2,24,0,2070,1.0,0.0
B4_armA_a0.20_x24_r01,0.2,24,0,6,1.0,0.0
B4_armA_a0.20_x24_r02,0.2,24,0,1569,1.0,0.0
B4_armA_a0.20_x24_r03,0.2,24,0,382,1.0,0.0
B4_armA_a0.20_x24_r04,0.2,24,0,2070,1.0,0.0
B4_armA_a0.20_x24_r05,0.2,24,0,382,1.0,0.0
B4_armA_a0.20_x24_r06,0.2,24,0,6,1.0,0.0
B4_armA_a0.20_x24_r07,0.2,24,0,1569,1.0,0.0
B4_armA_a0.20_x24_r08,0.2,24,0,382,1.0,0.0
B4_armA_a0.20_x24_r09,0.2,24,0,2070,1.0,0.0
B4_armA_a0.20_x24_r10,0.2,24,0,1569,1.0,0.0
B4_armA_a0.20_x24_r11,0.2,24,0,6,1.0,0.0
B4_armA_a0.20_x24_r12,0.2,24,0,1569,1.0,0.0
B4_armA_a0.20_x24_r13,0.2,24,0,382,1.0,0.0
B4_armA_a0.20_x24_r14,0.2,24,0,2070,1.0,0.0
B4_armA_a0.20_x24_r15,0.2,24,0,6,1.0,0.0
B4_armA_a1.00_x04_r00,1.0,4,0,382,0.8,0.045
B4_armA_a1.00_x04_r01,1.0,4,0,6,0.805,0.055
B4_armA_a1.00_x04_r02,1.0,4,0,1569,0.99,0.0
B4_armA_a1.00_x04_r03,1.0,4,0,2070,0.835,0.04
B4_armA_a1.00_x04_r04,1.0,4,0,6,0.845,0.025
B4_armA_a1.00_x04_r05,1.0,4,0,382,0.845,0.025
B4_armA_a1.00_x04_r06,1.0,4,0,2070,0.785,0.04
B4_armA_a1.00_x04_r07,1.0,4,0,1569,0.995,0.0
B4_armA_a1.00_x04_r08,1.0,4,0,6,0.94,0.005
B4_armA_a1.00_x04_r09,1.0,4,0,382,0.8,0.045
B4_armA_a1.00_x04_r10,1.0,4,0,1569,1.0,0.0
B4_armA_a1.00_x04_r11,1.0,4,0,2070,0.63,0.115
B4_armA_a1.00_x04_r12,1.0,4,0,6,0.81,0.045
B4_armA_a1.00_x04_r13,1.0,4,0,382,0.77,0.04
B4_armA_a1.00_x04_r14,1.0,4,0,2070,0.64,0.105
B4_armA_a1.00_x04_r15,1.0,4,0,1569,1.0,0.0
B4_armA_a1.00_x08_r00,1.0,8,0,1569,1.0,0.0
B4_armA_a1.00_x08_r01,1.0,8,0,6,0.84,0.035
B4_armA_a1.00_x08_r02,1.0,8,0,2070,0.875,0.015
B4_armA_a1.00_x08_r03,1.0,8,0,382,0.78,0.055
B4_armA_a1.00_x08_r04,1.0,8,0,2070,0.895,0.035
B4_armA_a1.00_x08_r05,1.0,8,0,382,0.92,0.015
B4_armA_a1.00_x08_r06,1.0,8,0,1569,1.0,0.0
B4_armA_a1.00_x08_r07,1.0,8,0,6,0.89,0.035
B4_armA_a1.00_x08_r08,1.0,8,0,6,0.9,0.015
B4_armA_a1.00_x08_r09,1.0,8,0,2070,0.86,0.025
B4_armA_a1.00_x08_r10,1.0,8,0,382,0.845,0.04
B4_armA_a1.00_x08_r11,1.0,8,0,1569,1.0,0.0
B4_armA_a1.00_x08_r12,1.0,8,0,2070,0.85,0.015
B4_armA_a1.00_x08_r13,1.0,8,0,382,0.79,0.065
B4_armA_a1.00_x08_r14,1.0,8,0,1569,1.0,0.0
B4_armA_a1.00_x08_r15,1.0,8,0,6,0.975,0.0
B4_armA_a1.00_x12_r00,1.0,12,0,6,0.995,0.0
B4_armA_a1.00_x12_r01,1.0,12,0,1569,1.0,0.0
B4_armA_a1.00_x12_r02,1.0,12,0,2070,0.945,0.005
B4_armA_a1.00_x12_r03,1.0,12,0,382,0.985,0.005
B4_armA_a1.00_x12_r04,1.0,12,0,382,0.985,0.01
B4_armA_a1.00_x12_r05,1.0,12,0,1569,1.0,0.0
B4_armA_a1.00_x12_r06,1.0,12,0,2070,0.96,0.005
B4_armA_a1.00_x12_r07,1.0,12,0,6,0.98,0.0
B4_armA_a1.00_x12_r08,1.0,12,0,382,0.96,0.005
B4_armA_a1.00_x12_r09,1.0,12,0,1569,1.0,0.0
B4_armA_a1.00_x12_r10,1.0,12,0,6,0.965,0.01
B4_armA_a1.00_x12_r11,1.0,12,0,2070,0.98,0.005
B4_armA_a1.00_x12_r12,1.0,12,0,6,0.99,0.0
B4_armA_a1.00_x12_r13,1.0,12,0,382,0.995,0.0
B4_armA_a1.00_x12_r14,1.0,12,0,1569,1.0,0.0
B4_armA_a1.00_x12_r15,1.0,12,0,2070,0.99,0.005
B4_armA_a1.00_x16_r00,1.0,16,0,2070,1.0,0.0
B4_armA_a1.00_x16_r01,1.0,16,0,6,1.0,0.0
B4_armA_a1.00_x16_r02,1.0,16,0,382,1.0,0.0
B4_armA_a1.00_x16_r03,1.0,16,0,1569,1.0,0.0
B4_armA_a1.00_x16_r04,1.0,16,0,382,1.0,0.0
B4_armA_a1.00_x16_r05,1.0,16,0,6,1.0,0.0
B4_armA_a1.00_x16_r06,1.0,16,0,2070,1.0,0.0
B4_armA_a1.00_x16_r07,1.0,16,0,1569,1.0,0.0
B4_armA_a1.00_x16_r08,1.0,16,0,6,0.995,0.0
B4_armA_a1.00_x16_r09,1.0,16,0,1569,1.0,0.0
B4_armA_a1.00_x16_r10,1.0,16,0,382,0.995,0.0
B4_armA_a1.00_x16_r11,1.0,16,0,2070,0.995,0.0
B4_armA_a1.00_x16_r12,1.0,16,0,382,0.985,0.0
B4_armA_a1.00_x16_r13,1.0,16,0,1569,1.0,0.0
B4_armA_a1.00_x16_r14,1.0,16,0,2070,0.995,0.0
B4_armA_a1.00_x16_r15,1.0,16,0,6,1.0,0.0
B4_armA_a1.00_x20_r00,1.0,20,0,1569,1.0,0.0
B4_armA_a1.00_x20_r01,1.0,20,0,2070,0.995,0.0
B4_armA_a1.00_x20_r02,1.0,20,0,6,1.0,0.0
B4_armA_a1.00_x20_r03,1.0,20,0,382,0.99,0.0
B4_armA_a1.00_x20_r04,1.0,20,0,6,1.0,0.0
B4_armA_a1.00_x20_r05,1.0,20,0,2070,0.995,0.0
B4_armA_a1.00_x20_r06,1.0,20,0,1569,1.0,0.0
B4_armA_a1.00_x20_r07,1.0,20,0,382,0.995,0.0
B4_armA_a1.00_x20_r08,1.0,20,0,1569,1.0,0.0
B4_armA_a1.00_x20_r09,1.0,20,0,6,1.0,0.0
B4_armA_a1.00_x20_r10,1.0,20,0,2070,1.0,0.0
B4_armA_a1.00_x20_r11,1.0,20,0,382,1.0,0.0
B4_armA_a1.00_x20_r12,1.0,20,0,2070,1.0,0.0
B4_armA_a1.00_x20_r13,1.0,20,0,382,1.0,0.0
B4_armA_a1.00_x20_r14,1.0,20,0,6,1.0,0.0
B4_armA_a1.00_x20_r15,1.0,20,0,1569,1.0,0.0
B4_armA_a1.00_x24_r00,1.0,24,0,382,1.0,0.0
B4_armA_a1.00_x24_r01,1.0,24,0,2070,1.0,0.0
B4_armA_a1.00_x24_r02,1.0,24,0,6,1.0,0.0
B4_armA_a1.00_x24_r03,1.0,24,0,1569,1.0,0.0
B4_armA_a1.00_x24_r04,1.0,24,0,6,1.0,0.0
B4_armA_a1.00_x24_r05,1.0,24,0,2070,1.0,0.0
B4_armA_a1.00_x24_r06,1.0,24,0,382,1.0,0.0
B4_armA_a1.00_x24_r07,1.0,24,0,1569,1.0,0.0
B4_armA_a1.00_x24_r08,1.0,24,0,2070,1.0,0.0
B4_armA_a1.00_x24_r09,1.0,24,0,1569,1.0,0.0
B4_armA_a1.00_x24_r10,1.0,24,0,6,1.0,0.0
B4_armA_a1.00_x24_r11,1.0,24,0,382,1.0,0.0
B4_armA_a1.00_x24_r12,1.0,24,0,382,1.0,0.0
B4_armA_a1.00_x24_r13,1.0,24,0,2070,1.0,0.0
B4_armA_a1.00_x24_r14,1.0,24,0,6,1.0,0.0
B4_armA_a1.00_x24_r15,1.0,24,0,1569,1.0,0.0
B6_armA_a0.20_x08_r100,0.2,8,0,6,0.01,0.99
B6_armA_a0.20_x08_r101,0.2,8,0,1569,0.09,0.895
B6_armA_a0.20_x08_r102,0.2,8,0,382,0.005,0.995
B6_armA_a0.20_x08_r103,0.2,8,0,2070,0.005,0.995
B6_armA_a0.20_x08_r104,0.2,8,0,1569,0.13,0.835
B6_armA_a0.20_x08_r105,0.2,8,0,382,0.01,0.985
B6_armA_a0.20_x08_r106,0.2,8,0,6,0.0,1.0
B6_armA_a0.20_x08_r107,0.2,8,0,2070,0.0,1.0
B6_armA_a0.20_x08_r108,0.2,8,0,2070,0.005,0.995
B6_armA_a0.20_x08_r109,0.2,8,0,1569,0.21,0.755
B6_armA_a0.20_x08_r110,0.2,8,0,6,0.015,0.985
B6_armA_a0.20_x08_r111,0.2,8,0,382,0.0,1.0
B6_armA_a0.20_x08_r112,0.2,8,0,2070,0.005,0.99
B6_armA_a0.20_x08_r113,0.2,8,0,1569,0.165,0.79
B6_armA_a0.20_x08_r114,0.2,8,0,382,0.0,0.995
B6_armA_a0.20_x08_r115,0.2,8,0,6,0.0,1.0
B6_armA_a0.20_x08_r116,0.2,8,0,2070,0.0,1.0
B6_armA_a0.20_x08_r117,0.2,8,0,382,0.005,0.995
B6_armA_a0.20_x08_r118,0.2,8,0,6,0.0,1.0
B6_armA_a0.20_x08_r119,0.2,8,0,1569,0.065,0.93
B6_armA_a0.20_x08_r120,0.2,8,0,1569,0.16,0.82
B6_armA_a0.20_x08_r121,0.2,8,0,6,0.0,1.0
B6_armA_a0.20_x08_r122,0.2,8,0,382,0.0,0.995
B6_armA_a0.20_x08_r123,0.2,8,0,2070,0.0,1.0
B6_armA_a0.20_x20_r100,0.2,20,0,6,1.0,0.0
B6_armA_a0.20_x20_r101,0.2,20,0,382,0.99,0.01
B6_armA_a0.20_x20_r102,0.2,20,0,1569,0.995,0.005
B6_armA_a0.20_x20_r103,0.2,20,0,2070,0.985,0.015
B6_armA_a0.20_x20_r104,0.2,20,0,1569,1.0,0.0
B6_armA_a0.20_x20_r105,0.2,20,0,382,0.99,0.01
B6_armA_a0.20_x20_r106,0.2,20,0,6,0.985,0.01
B6_armA_a0.20_x20_r107,0.2,20,0,2070,0.99,0.01
B6_armA_a0.20_x20_r108,0.2,20,0,1569,1.0,0.0
B6_armA_a0.20_x20_r109,0.2,20,0,6,1.0,0.0
B6_armA_a0.20_x20_r110,0.2,20,0,2070,0.995,0.005
B6_armA_a0.20_x20_r111,0.2,20,0,382,1.0,0.0
B6_armA_a0.20_x20_r112,0.2,20,0,6,0.98,0.015
B6_armA_a0.20_x20_r113,0.2,20,0,1569,1.0,0.0
B6_armA_a0.20_x20_r114,0.2,20,0,382,0.935,0.045
B6_armA_a0.20_x20_r115,0.2,20,0,2070,1.0,0.0
B6_armA_a0.20_x20_r116,0.2,20,0,382,0.96,0.025
B6_armA_a0.20_x20_r117,0.2,20,0,6,0.995,0.005
B6_armA_a0.20_x20_r118,0.2,20,0,2070,0.995,0.005
B6_armA_a0.20_x20_r119,0.2,20,0,1569,1.0,0.0
B6_armA_a0.20_x20_r120,0.2,20,0,2070,0.985,0.015
B6_armA_a0.20_x20_r121,0.2,20,0,1569,1.0,0.0
B6_armA_a0.20_x20_r122,0.2,20,0,6,0.995,0.0
B6_armA_a0.20_x20_r123,0.2,20,0,382,0.995,0.005
B6_armA_a0.20_x24_r100,0.2,24,0,6,1.0,0.0
B6_armA_a0.20_x24_r101,0.2,24,0,2070,1.0,0.0
B6_armA_a0.20_x24_r102,0.2,24,0,1569,1.0,0.0
B6_armA_a0.20_x24_r103,0.2,24,0,382,1.0,0.0
B6_armA_a0.20_x24_r104,0.2,24,0,382,1.0,0.0
B6_armA_a0.20_x24_r105,0.2,24,0,2070,1.0,0.0
B6_armA_a0.20_x24_r106,0.2,24,0,1569,1.0,0.0
B6_armA_a0.20_x24_r107,0.2,24,0,6,1.0,0.0
B6_armA_a0.20_x24_r108,0.2,24,0,1569,1.0,0.0
B6_armA_a0.20_x24_r109,0.2,24,0,382,1.0,0.0
B6_armA_a0.20_x24_r110,0.2,24,0,6,1.0,0.0
B6_armA_a0.20_x24_r111,0.2,24,0,2070,1.0,0.0
B6_armA_a0.20_x24_r112,0.2,24,0,382,1.0,0.0
B6_armA_a0.20_x24_r113,0.2,24,0,6,1.0,0.0
B6_armA_a0.20_x24_r114,0.2,24,0,2070,1.0,0.0
B6_armA_a0.20_x24_r115,0.2,24,0,1569,1.0,0.0
B6_armA_a0.20_x24_r116,0.2,24,0,6,1.0,0.0
B6_armA_a0.20_x24_r117,0.2,24,0,2070,1.0,0.0
B6_armA_a0.20_x24_r118,0.2,24,0,382,1.0,0.0
B6_armA_a0.20_x24_r119,0.2,24,0,1569,1.0,0.0
B6_armA_a0.20_x24_r120,0.2,24,0,2070,1.0,0.0
B6_armA_a0.20_x24_r121,0.2,24,0,382,1.0,0.0
B6_armA_a0.20_x24_r122,0.2,24,0,1569,1.0,0.0
B6_armA_a0.20_x24_r123,0.2,24,0,6,1.0,0.0
B6_armA_a0.30_x04_r100,0.3,4,0,1569,0.165,0.685
B6_armA_a0.30_x04_r101,0.3,4,0,382,0.0,0.99
B6_armA_a0.30_x04_r102,0.3,4,0,2070,0.01,0.985
B6_armA_a0.30_x04_r103,0.3,4,0,6,0.01,0.98
B6_armA_a0.30_x04_r104,0.3,4,0,2070,0.005,0.995
B6_armA_a0.30_x04_r105,0.3,4,0,1569,0.115,0.77
B6_armA_a0.30_x04_r106,0.3,4,0,382,0.01,0.985
B6_armA_a0.30_x04_r107,0.3,4,0,6,0.0,0.99
B6_armA_a0.30_x04_r108,0.3,4,0,2070,0.0,1.0
B6_armA_a0.30_x04_r109,0.3,4,0,1569,0.165,0.7
B6_armA_a0.30_x04_r110,0.3,4,0,382,0.005,0.995
B6_armA_a0.30_x04_r111,0.3,4,0,6,0.0,0.975
B6_armA_a0.30_x04_r112,0.3,4,0,2070,0.005,0.99
B6_armA_a0.30_x04_r113,0.3,4,0,6,0.005,0.99
B6_armA_a0.30_x04_r114,0.3,4,0,1569,0.09,0.86
B6_armA_a0.30_x04_r115,0.3,4,0,382,0.0,0.995
B6_armA_a0.30_x04_r116,0.3,4,0,382,0.0,0.995
B6_armA_a0.30_x04_r117,0.3,4,0,1569,0.175,0.715
B6_armA_a0.30_x04_r118,0.3,4,0,6,0.01,0.985
B6_armA_a0.30_x04_r119,0.3,4,0,2070,0.005,0.985
B6_armA_a0.30_x04_r120,0.3,4,0,6,0.0,0.99
B6_armA_a0.30_x04_r121,0.3,4,0,1569,0.155,0.685
B6_armA_a0.30_x04_r122,0.3,4,0,2070,0.0,0.99
B6_armA_a0.30_x04_r123,0.3,4,0,382,0.005,0.985
B6_armA_a0.30_x20_r100,0.3,20,0,382,0.99,0.0
B6_armA_a0.30_x20_r101,0.3,20,0,6,1.0,0.0
B6_armA_a0.30_x20_r102,0.3,20,0,1569,1.0,0.0
